Q9BPZ3 P08574
Q69YN4 Q13510
Q14181 Q8NEM0
P34949 Q9NRC1
Q9BXW9 Q5BJF6
Q96CW1 Q9NR56
P24928 Q9UBF6
P35251 Q02040
O43414 O00257
Q9Y4H2 Q9HAU0
O75530 Q8TF76
P53350 Q8TBB1
Q12986 Q07666
Q13795 Q9BZV1
Q6J9G0 P78559
P46199 O75925
Q3KP44 P11274
P61289 P25705
Q6PJI9 Q14BN4
Q9Y680 P06576
P55010 O14976
P46778 O14757
P07196 Q14258
Q15393 Q15382
Q9BXL7 P62995
Q07864 Q00534
Q9UG01 Q7Z6E9
Q14974 Q8NCB2
Q8NFH3 A6NK89
Q9BXW9 Q13131
Q9Y5Q9 P15924
Q12849 O43776
Q69YN4 Q9HBG6
P62314 Q14457
Q9Y6K9 Q5VZE5
Q00987 O75410
Q15653 Q86Z20
Q13535 Q13618
P19338 O60333
Q12955 Q01844
Q15029 Q9HAU0
P56537 Q8N3Y1
Q9UHR4 P31943
P78527 Q9GZM8
Q8IYP9 Q9H7D7
Q14254 O75934
O14757 Q9BXF6
P36915 O96019
Q9H000 O94992
O95071 O94827
P02545 Q9HBD1
O75031 Q6PD62
Q9UBW8 Q9UQL6
O75400 Q8NEY3
P42858 Q12849
Q93034 Q9P2E2
Q8N3Y1 Q96M89
P13569 P46937
O15146 Q96N67
O15550 P42356
Q14677 Q9NQZ3
Q9UKA4 Q9H0E2
O75665 Q7L0Q8
P51149 O15530
O14776 Q5VU43
Q8WXI2 P07948
Q00987 O94874
O75083 Q9HC77
O95140 P02545
O43684 Q07065
Q96CV9 P57078
Q14203 Q9P2E9
Q69YN4 Q9UBI4
Q9BSJ2 O95405
P23588 Q13616
Q8IVW4 O94763
O14576 Q8NFZ5
Q15154 P29590
Q9BRS2 P07910
Q9BYF1 Q8N5V2
P51617 Q6NVH7
Q53T94 Q96DR7
Q96EA4 O75592
O95816 P14373
Q969H0 P78317
Q9Y3X0 P78527
Q676U5 Q9NZ32
Q14142 P38398
Q8N6Y0 Q07617
Q9UHV9 Q13188
P62873 Q16774
Q8NFJ9 O15155
P50402 Q9BXF6
Q15029 A5D8V6
O95758 O75031
P35240 P25054
O43683 O43639
Q68CZ1 P26368
Q99471 Q96PX6
Q9NZJ0 P04629
Q14258 P98179
Q9UBT2 Q8WVD3
P00558 Q8N5F7
Q9NQW6 Q9HC77
Q969G3 P14866
O94972 Q9NSI6
Q14152 O75528
P55884 O43684
Q9UGI0 Q8WVV9
Q5S007 Q00987
O15294 A4FU01
Q9UDY2 O60293
P05783 Q9NP66
Q07666 Q9UPT6
Q155Q3 P31943
P04792 O95347
Q96GF1 Q7Z6K3
Q9Y282 P01344
O43933 O75400
Q8WYQ5 Q02241
Q8N9I9 Q15029
P04843 O14526
Q86SG6 P07476
O96017 Q8IX90
O75832 P35658
Q14847 Q92630
Q9BVS4 P49792
O95816 Q96CA5
Q9P2W9 O15013
Q9UL46 Q96RF0
Q86V48 P14866
P04792 Q9P0L0
Q8TEA7 Q8NHQ1
Q14847 Q8IUH3
P35052 P19838
A1L390 Q96EP0
Q86XL3 Q15811
Q15061 P62316
Q9NSE4 Q69YQ0
Q9BWH6 Q16531
Q5T1M5 Q6ZMZ3
O75781 P61758
Q8WXI2 Q86TS9
O43318 Q15628
Q9Y4K3 O60869
Q13131 Q86VP1
O43310 Q5T9A4
O75570 Q96R06
Q9BST9 Q13200
P55072 O95714
P13196 Q9BRS2
P31943 Q96L92
Q9NR56 Q9Y3A2
O75179 A2VDJ0
Q9BRP4 P52306
Q9H078 Q9NNW5
Q99417 Q8N9E0
Q13526 Q14194
Q8IY31 Q14137
O14576 P62308
Q8IUD2 Q5VV42
O14965 P61964
Q9NNW5 Q8N5G2
Q13112 Q9UKN8
P61916 P31948
Q92786 P62304
P01562 P09874
O60701 P19838
Q15058 O43909
Q92878 O15085
Q9NS91 Q9ULJ8
Q96AX1 O95218
Q9NVR5 Q9ULR0
P53999 Q66GS9
Q8NHQ1 Q9Y3A6
Q6UXN9 O75400
Q9BV38 O14964
P50402 Q9BV73
P06733 Q9UBK9
P09874 Q5XPI4
P51532 Q13148
Q96PM5 O76094
Q03113 Q8TCY9
Q9P2H3 Q8N488
Q96TC7 O00212
Q9BTT4 Q96Q89
Q08170 Q99417
P62310 Q9P2E9
Q96IZ5 Q05086
Q8N684 O60285
P30260 O75694
Q9NR46 Q15006
P10721 Q01844
Q8N9T8 Q99996
Q969H0 Q9UGI0
Q96F07 O60313
Q13616 Q5T5U3
Q676U5 P51572
Q9Y230 O75410
Q6WCQ1 P62875
Q86YC2 Q9Y383
Q9H078 Q9BT25
Q53HC0 P24928
Q5TA31 Q9UH99
P12757 Q96IZ5
Q96B97 Q5VYK3
P78317 Q86YH6
Q9Y295 Q9NS91
Q92622 O15047
P01375 Q96T58
Q96CV9 Q9BWF2
Q86UY6 O75665
Q9H0K1 Q9H992
Q9UJW0 P19838
P19838 Q9NR56
Q8NFV4 P14174
Q8N6Y0 Q9BZV1
P40763 Q9BQ52
Q9ULE4 O15169
Q8IVE3 P61289
P32019 Q8IY63
Q9Y4P3 Q96AC1
Q96KN7 Q14155
P06733 Q13610
P12004 Q15051
Q9UBT2 Q92624
O94842 Q13418
P68400 Q9Y2W2
Q96PU4 Q96EP0
Q86UU1 P24928
P15056 P13569
O95721 P55196
P42858 O14893
P45973 O60573
Q9GZS1 O95816
O60701 Q9BZD4
Q14258 Q8TB24
Q6YHU6 Q8N6H7
O75925 Q92769
O14512 Q15154
Q13137 Q96PD4
Q96FK6 Q96CW1
P46199 O95218
Q9UL25 Q8IV63
Q9P0J0 Q8N488
Q9Y6K9 Q8IXZ2
Q9UI12 P02768
O95816 Q8N465
Q8NBU5 Q8NHQ8
P14678 Q15831
Q96RQ1 P68400
Q9H6T3 O60906
O00560 Q9H8Y8
Q07352 P03950
Q15029 Q99627
P10721 O94992
O96017 P33981
Q8N488 Q6UVJ0
O75127 Q8NCM8
Q14142 Q13387
Q14254 Q5HYK7
A2VDJ0 P06576
Q07065 Q13137
Q8IU81 Q14151
P38432 Q9BYD3
P13569 Q15007
P62258 Q15311
Q8IZQ1 Q6PIJ6
Q676U5 Q92963
P55196 Q13976
O95347 P22314
P62995 P61962
O95229 Q86UY6
Q969V4 P49901
Q8TBK6 Q9BWG6
Q16666 P42336
P21860 Q8NCN4
Q9NX20 Q9BT92
P60174 O60237
Q13501 P35573
O15360 P52272
Q14684 P62258
Q8NE71 Q15051
Q9UBC2 Q8N0Z3
Q6VMQ6 Q7L8J4
Q9BWH6 Q96JB5
P58107 Q66GS9
P51813 P52815
Q8WWB3 Q9UHA4
O43175 P46734
P40763 Q8N6Y0
P13569 Q9P0V3
O95900 O43663
O75330 Q8NFZ5
O95721 Q9NS91
P52735 Q15758
O43175 O60493
P14866 Q9NRD5
Q86UE8 Q69YN4
P52630 Q92878
P57078 Q9UJW9
P33991 Q9UK41
Q9NVN8 O43390
Q9BZE1 Q8IUH5
P31948 O15078
O15360 O00541
Q05084 Q8N5U6
Q8NEH6 P51970
Q96QT4 Q5T8P6
P09874 Q07889
Q9NRD5 Q9NS91
Q9UKE5 Q16666
P14866 O75116
Q12849 Q0VF96
Q13233 P98175
Q13618 Q6P4A8
Q9UH99 P06733
Q13084 P60900
Q13418 Q9HAD4
Q14258 O60566
Q9Y3D8 O00471
Q13191 Q92466
Q70UQ0 Q9P0J0
P49720 Q13618
P68400 Q7Z695
Q96A37 Q8WWM7
Q969V5 Q86VM9
Q96S55 Q92538
Q96RR4 Q8NFH3
Q13228 O95835
P58546 O14920
Q13976 Q9Y2J4
Q9NPE2 Q96AJ1
Q86UY6 Q68DK2
Q86VM9 Q5TCQ9
P62304 P61978
Q86XR8 P0C1Z6
P56545 Q9NRI5
Q3B820 Q15006
Q9H8V3 P19174
P40939 Q9BPZ3
Q13618 Q9Y5S9
P20290 Q9HB71
Q9C0B0 O60830
Q9H4M7 P18859
Q6P2Q9 A1A4Y4
P52701 Q8NFC6
Q07912 O14733
Q9Y4K3 Q9Y2U8
P46459 P15735
O14757 Q14999
Q8N6T3 P98175
P33992 Q5VU43
P49840 Q6UXN9
P61964 P21860
Q7L5Y6 Q68EM7
Q9UQF2 P42331
O14733 O75347
P11177 Q8WYA0
Q15669 Q96IZ0
Q9Y6D6 Q08379
Q9NQW6 Q7Z614
Q9NQW6 O43739
P31943 P34947
Q96RP9 Q12933
Q14498 P78317
P12036 Q9NVX2
P46934 Q15006
O43752 O95858
Q96TC7 Q9UG63
P40938 P36957
Q8N4S9 Q9NQW6
Q9HBF4 Q96LK0
Q8N6Y0 O94885
Q9H0L4 Q12873
Q9HAU5 Q12873
Q00613 O15294
P14866 Q6ZMQ8
Q9BX63 O43818
P43405 Q9UJV3
O94972 Q86TS9
Q15572 Q8N684
P42704 P02545
Q14BN4 Q8N488
O15047 Q15058
P62191 Q6PJT7
Q01844 Q15669
O00444 P08574
O95235 Q5T5P2
Q9UER7 Q96AJ1
O94874 A6NIH7
P49736 Q9NYZ3
Q9Y605 Q9C0G6
P56945 P30566
P55072 Q9UPT6
Q9NRZ9 Q9H6Z4
Q9NYG5 O75175
Q9NWU5 Q6ICB4
Q9BZE9 O94972
Q92804 Q12965
P42338 Q01844
Q15363 Q7Z434
Q8N684 Q9Y2V7
Q15118 O43663
Q8N137 Q13825
O75943 P38398
Q9BW27 Q8ND71
Q71F56 Q9UBB4
Q13501 P49736
Q8NDI1 P04264
Q96TC7 Q9UM54
Q4G0J3 P21860
Q14789 P31943
P54252 P61221
Q8IY31 P53621
P55345 Q8TF42
P36543 Q14181
Q13200 O14544
Q15056 P50402
Q86V86 Q6PKG0
Q15139 Q9UII4
Q9BRK4 Q8TEU7
Q9HCM9 P42356
Q9H7L9 P62753
P60153 Q9Y4J8
Q96ST3 P16435
Q5VT25 P37173
Q8N0S2 Q13415
Q5T4F4 Q9C0C7
P46108 Q5T5P2
Q27J81 P04629
Q8WYQ5 Q9HCG7
P30414 P04264
O43683 P08559
Q9P270 Q8WXW3
Q9Y3F4 Q99700
P30084 O14818
Q86U86 Q02241
P23246 Q5T8D3
Q96MA6 Q92911
P02545 Q15154
P50897 Q14671
Q9H4M7 Q2TAL5
Q12955 Q9UER7
Q9BYG3 Q15758
Q14432 Q14566
Q12965 Q3KR16
Q86VP1 Q13435
Q9UER7 P61289
Q96ST8 P49959
P17931 Q5VU43
Q8NHV4 Q7L190
Q96T52 Q9HCE7
Q1MX18 P40763
Q6ZXV5 Q99961
Q15058 Q86WV1
O75530 Q9BYW2
P62191 O75530
Q96QH2 Q9BQD3
Q9C0A6 Q05397
P08581 O43752
Q96JN2 P50897
Q5T7N2 Q14789
Q00987 Q658Y4
P41212 A1L4K1
Q9H8V3 Q13825
Q02241 Q9UQE7
P60468 P12956
Q7Z5U6 Q8TBF4
P46778 O95714
Q9BZF3 Q5S007
P02489 Q9H4M7
P21953 Q6P2H3
Q9UPQ9 Q96G25
Q16543 Q99501
Q5XPI4 Q15006
O94868 Q6IQ23
O15294 Q4VCS5
Q9H4M7 P54257
O14578 P80192
O43318 Q13368
P52926 Q0VF96
P50570 Q9UK45
Q96QC0 P12036
Q69YN4 Q13310
Q00987 O14908
Q9UPN9 Q13164
Q9H0E2 P02768
Q8TDM6 Q9BWW4
Q76L83 Q9P2E3
Q15029 Q8WVM7
P52272 O75558
P17931 O95613
Q96B97 Q6PIJ6
Q9Y2X0 Q9UPN9
Q04637 Q8NB90
Q15311 Q9H3R5
Q14677 O15294
P33993 P46940
Q99728 Q9UJX2
Q16531 P31943
O43719 Q7L0Q8
Q13137 Q9HCM9
Q9ULC3 P27815
Q92674 O94887
P52948 Q9UEU0
Q13137 P15735
Q01804 P05455
Q969H0 Q9UIM3
O60341 Q9Y3C5
Q9BRX2 P40938
Q96GR4 Q15029
Q8TF30 Q9UPQ9
Q9UQE7 O95235
Q16288 Q8WVM8
Q00610 Q5T8D3
Q567U6 Q9BZC7
Q9H2W6 P49915
Q14498 Q658Y4
Q8WYA0 Q9HB71
P35228 Q8TF76
O75083 Q9NW82
P61964 O15482
P02768 Q08426
Q63ZY3 Q5VU43
Q96RK0 Q7Z434
P21860 Q8TAS1
Q6W2J9 Q68EM7
P61201 Q8TD08
O14662 A1L390
Q7Z2W4 P27708
O14681 Q8IVE3
O43752 O75400
Q8TAD8 O95721
Q13263 Q8NEF3
Q5VZ66 P14373
Q8TDM6 Q4V328
O43166 O43426
Q969H0 Q9UDY2
Q15170 Q96EA4
Q8WUA2 Q8TEX9
Q9UHA4 Q8NHP6
Q8NFH8 Q96TA2
P11498 O60237
Q9BSJ8 A6NCL7
Q9GZS3 P17480
Q68CZ1 P05455
P11177 Q15417
Q9BSM1 Q9NRI5
Q9NYY8 O60313
Q99959 O75791
P98175 Q9Y3C5
Q86V81 Q9NQW6
Q8TED0 Q16864
P20618 Q14432
Q99759 P47974
Q6P2H3 Q9BZF1
P09012 P52272
O00267 P49257
P04843 P61764
O75694 Q8IUD2
P06576 O95319
O15155 P06753
Q8WY36 O94986
O43426 Q13418
Q14999 Q9H672
P51116 Q5VT06
Q6P050 Q9Y5U2
O14979 P23588
O00231 Q8WUM0
Q92769 Q8N6Y0
Q15149 Q9NR56
Q9Y6H1 P35222
P52948 P31943
P55072 Q8IZL8
Q16401 Q9Y608
Q9NPJ6 Q8N442
Q9HCE1 Q8N137
Q01804 Q5VV42
Q68CZ6 P61964
P53667 O14936
Q14999 P52272
Q7Z614 Q02241
Q96MT8 Q9NVX0
O94874 P14373
Q9HB71 Q13825
Q14997 Q9H0J9
Q9BQ52 Q9H8V3
Q38SD2 Q9Y3T9
P46937 Q8N7W2
Q9Y6R4 Q13099
Q92834 Q8N7R7
P38398 Q9ULZ2
Q9BZL4 P02766
Q5VU43 P57078
Q92769 Q86TS9
P60468 P58340
Q7L190 Q7Z699
Q9Y3D9 P04629
O15013 Q14999
Q9Y2X0 Q86UY6
Q3SX64 Q15669
Q3SXY8 Q96PM5
Q9Y575 O43172
Q9Y2D8 Q96DR7
O60641 Q07666
P31350 P61978
Q8N137 Q13287
Q15154 Q9BXW9
P07949 P09012
P00540 Q9H6T3
Q15056 P53367
Q68CZ1 Q5VV42
P06733 Q5JSH3
O14979 Q96PU5
P42336 Q9UQE7
O95758 Q03933
O14662 Q8IXS6
Q9NYB9 Q12849
P38398 Q9UQB8
Q99558 A0MZ66
O75558 O43353
Q9ULJ1 P19525
Q8TB45 O00459
Q5SW24 Q14847
O95235 Q8TCG2
Q15020 O00257
P58340 Q0VAF6
Q6UVJ0 P57078
Q9BZD4 Q96LB3
Q86UW9 P04843
P57740 Q96RQ1
Q12933 Q9Y297
O75821 P54252
Q3SY00 Q96AE7
O00499 P62306
Q9H4M7 P19174
P51116 Q9C0E8
Q86Y07 A1L390
Q8NFZ5 Q96PV0
P30622 P10721
P20962 O75385
P46940 P17980
Q9NP79 Q9BPX5
Q00987 Q14152
Q05086 Q9H8Y8
P30085 O15066
O95295 Q9P2D1
Q5JTZ9 Q13501
Q13470 Q8TCU6
Q9BQS8 P43405
Q96TC7 Q13011
Q9UKE5 Q9H270
Q6IPM2 Q69YN4
Q9BXG8 P49756
Q5TCZ1 Q9Y4W6
P51116 P09874
Q8IZQ5 P30084
Q13131 Q99959
P62258 Q969H4
Q9P246 Q9Y487
O14578 Q9NVR2
Q8NFJ9 Q8NFH3
Q86SQ0 O43809
Q92667 Q9P258
Q13200 P13639
O95235 Q6PD62
O00559 Q6Q0C0
Q9BRP4 Q9Y383
O15392 Q9P2M7
P36957 Q6NSJ2
Q01844 Q13137
P62995 Q9UBW8
Q4ADV7 P54252
Q8IV36 Q9BXW9
Q86YT6 Q9H8V3
O14929 Q9NTJ5
P45973 P42773
Q99759 Q9UMS4
Q96J86 P78317
P42704 Q8NF91
Q9H6D7 O95628
Q9P1A2 P40938
P61964 Q8TBK6
Q16533 P15924
Q9NSC5 P36957
O14578 P48047
Q14258 Q96AJ1
Q709F0 Q92734
Q8TCJ0 Q9NRR6
Q13310 P52298
P49840 Q15029
Q14527 Q02241
Q96BD5 P55327
Q8WXE9 Q9UPS8
Q9H7D0 Q8NI35
P40925 Q96KQ4
Q9BV68 O75616
Q96CS2 Q14289
Q9UK45 Q96EP5
O60244 O00560
Q9H293 Q9UK41
P30260 P35240
Q9BZW7 O75665
P78527 Q9UEU0
Q69YN4 Q9Y388
Q8N137 Q7Z4S6
Q13263 P50748
Q86TG7 Q8N3Y1
Q8TC92 Q9P2E2
P20290 Q8N6Y0
Q96LK0 Q99623
Q06418 P60468
Q86XL3 Q15653
Q9H115 P27144
O00267 P42356
Q53GL0 P06576
Q14671 P46778
O00444 O15259
Q9UJU6 P40938
Q9H583 Q7Z2K8
Q6ZRY4 O14578
Q8IV63 Q9NU22
Q6UWP8 P14174
Q8WVV4 Q9NTX5
O95758 P00540
Q9NYI0 Q5S007
Q13625 Q14444
Q6GPH6 Q4G0J3
Q9Y6J0 Q9C037
Q13501 Q9NQ66
P55072 O95721
Q9BZJ0 O15042
Q9NRI5 P49736
Q15029 Q99728
Q9Y2X7 Q15038
Q16543 Q8N5F7
Q9BRA2 P42695
Q6UB35 Q9Y2J4
Q9Y3M2 P42858
Q9UKK9 Q8WZ74
Q9NZQ3 P41236
Q9NYZ3 Q9GZS3
O43776 Q9UDY2
Q5VV42 Q15311
P08621 Q96E11
Q9H4M7 Q13825
Q9NQB0 P23588
P51991 Q9Y383
Q14204 Q9NP58
P35240 Q9Y2C2
O43663 P63211
Q8N205 O95758
Q6XE24 Q9P2R3
Q9UL15 Q13490
Q05397 Q9UK45
Q8WXE9 O95299
O95267 P46940
O95235 Q96EP0
P28288 Q6P4A8
Q8N8S7 A9UHW6
Q9NPG2 Q5XUX1
Q13263 Q9H967
O95613 Q8N6Y0
Q9BW27 Q969V4
P07948 P13569
P51149 Q16560
Q9P2D0 O43508
Q9Y6Q2 Q8TBB1
Q9UP83 O60293
Q9Y6R4 Q15653
P52272 Q8WY36
O43175 Q15051
P51957 Q9Y6K9
P78527 P31943
Q86US8 Q9NUJ1
Q9UBC2 Q8NCE0
Q13526 Q13049
Q96T37 Q4V328
Q13011 Q9UPZ3
O75914 Q92870
Q9BRS2 Q9HC77
Q15382 Q14203
Q9UJX5 Q96ST8
Q9H967 Q9ULE0
Q8TB24 Q96LB3
Q15334 Q8IZ69
O14964 Q15287
P04114 O43252
P06576 Q96MT8
Q07889 Q969H0
Q9HCD6 Q99819
Q8IXJ9 O75970
P43243 Q9UHV9
P25054 Q7Z699
Q6P4A8 Q9NVX0
Q9BTX1 P61978
P12757 Q8WVM8
Q96L92 P24539
Q13233 Q9H8V3
Q9Y6K9 Q13163
O94964 O60921
P26368 Q9BXW9
A6NJZ7 O14641
P21127 Q5VV42
Q9HD26 O94864
Q96PY6 Q02241
Q9UKV3 P42679
Q96T58 Q9NWH9
Q9P1Y5 O94941
Q9P1A2 Q92786
Q69YN4 Q9Y285
Q9H4P4 Q9Y5B0
O75494 Q02156
Q6WKZ4 P31948
Q15029 P25098
O00559 Q15056
Q66GS9 P51957
Q9BRX9 Q15051
Q7KZ85 P08559
P36507 Q58A45
Q9H967 Q96AJ1
Q9Y2B0 Q9UM73
Q969X5 Q92769
Q9H4M7 Q9Y228
Q15006 Q96PU8
Q6NSX1 Q9UK73
Q15386 Q5XPI4
Q15029 O95613
Q13310 Q9NX20
Q9UQC2 Q9NYB9
P22061 Q96RG2
Q9NPG2 O95373
P62875 Q2M329
P62995 Q9Y6S9
Q14671 Q99436
Q86YT6 Q9HCS7
Q9H0E2 Q9UPS8
Q9H9L4 Q8NFC6
O94972 Q8ND71
Q99661 P29323
Q9H8V3 Q9Y250
Q8N0Z3 P62258
Q96LB3 Q9NRR6
P32754 O95271
P62913 Q9Y6F1
Q9UKG1 P11274
P25054 Q13618
Q6ZU80 Q9NZN5
Q15058 Q9UII4
Q9Y333 Q9Y3D9
Q6ZXV5 Q14457
Q9Y5B0 O14964
O43660 Q9BRX9
P36542 Q92804
Q9NTZ6 Q14677
Q8IUR7 Q96L91
Q92567 P08559
O60522 Q02790
Q66GS9 P31943
Q14152 Q9UNE7
Q07065 P14317
Q00610 P49790
Q9HCJ0 P08708
P04629 O15360
Q96EZ8 Q9ULH0
Q9BZC7 O95235
O43402 P33992
Q9NZ32 Q68CZ1
Q14254 Q8N6M8
O14979 Q9Y5J1
Q15334 Q14134
Q9Y4K3 Q96PU4
Q9NV06 Q5T5U3
Q8TBA6 Q7Z2W4
P53367 Q9Y5B9
Q9Y3A4 Q92870
Q8WU20 P49792
Q9BXC9 Q9NQW6
P54819 Q13263
Q9NRA8 Q8TAT6
Q8IYI6 Q15058
O00231 Q9UKL3
Q86UK5 P52735
P38398 O15524
Q8TF42 Q13263
Q14966 O14874
Q86XK2 Q7RTV0
Q13825 Q99759
Q16836 Q7Z406
Q9P227 P13196
Q4VC05 P04843
Q92614 Q9C0E8
P17980 O95347
Q5S007 Q53GL0
P42338 Q01081
P38398 Q9HBD1
Q13515 Q3MHD2
Q13164 Q9UKV3
Q6IQ23 Q13596
Q9NYZ3 Q9UER7
O95817 Q69YQ0
Q92667 O75208
Q9P1Y5 Q969H0
Q8TEU7 P25054
Q9UGI0 Q5XPI4
P22061 Q8TEA7
Q03468 Q15154
Q9UHA3 O75665
P49792 Q9H8V3
Q12955 Q9NW13
Q6ZS11 P04792
P84098 Q13515
Q69YN4 Q9UNE7
O14578 Q9HCE7
P46934 Q96RQ1
P57052 O43402
Q9C0B0 Q9H0A0
P17948 P46937
Q9HCE1 Q9BQD3
Q8TB24 O95835
P0C6C1 P14174
P62304 Q8WXW3
Q9BWH6 Q7Z2W4
Q02241 Q13835
O15042 P49720
O75533 Q12986
Q567U6 Q14254
Q7L5Y6 O14641
Q9Y2R5 Q15058
Q9H4M7 Q5HYK7
O14757 Q9Y3Z3
Q14997 Q15287
Q8TEX9 Q14671
Q16671 Q8TB24
P07910 P05129
Q9H000 Q9Y5M8
P78318 Q13263
Q13395 P53041
O94992 Q5T7N2
Q02790 Q63HN8
P20290 P53355
Q16401 Q9NRD5
O94826 Q14789
Q92800 O14828
P00558 Q08379
P60900 P42345
Q2M329 Q702N8
P51617 P14373
Q9Y4F3 O14908
Q49AR2 Q9UIL1
P02545 O60333
Q06546 Q8WVM8
Q13615 P26378
O14879 Q8IZU3
Q9BWF3 Q8N122
Q96JH8 P15735
Q69YN4 Q3MIN7
Q9UPV0 Q02241
Q16659 P08581
Q14527 Q03933
P09874 Q8IXM7
Q9Y512 P36507
Q9Y3F4 Q9NW64
Q16543 O94900
P52272 Q86Y07
P42684 O43929
Q15051 Q16666
Q13099 Q9BZW7
P11177 P12004
Q00610 Q9P246
Q9BSC4 O43426
O60566 P36507
P04792 Q96GE4
Q7Z6B0 Q07912
Q9H3U1 P54252
O95159 P43246
O75182 Q9BSJ2
Q8TB24 Q96RK0
Q16543 Q15528
Q14005 Q676U5
P42858 Q7Z569
Q8WTS1 A9UHW6
Q9C0F1 Q8TBA6
O15143 O95782
Q8WWW0 Q15287
P36639 Q86U86
Q9H171 P61964
Q14139 P55884
P21860 P52732
Q9H8V3 O14777
P60033 P55196
Q9Y4A5 O96017
Q15007 Q9Y230
Q5XPI4 Q8WZA0
P38398 Q8N8S7
Q9NZN4 O14965
Q86UK5 Q9BUP3
Q9BY77 O75344
Q13347 P19338
Q658Y4 P62875
P04264 Q9BZV1
Q0JRZ9 Q13084
Q00987 Q92597
P48681 Q13190
Q13546 Q96A26
Q9Y5X1 O60518
Q9P0P0 A5YKK6
Q9NSY1 P42858
Q01844 Q9HC52
Q38SD2 Q99558
Q9UG63 Q9BTE6
P02768 P46934
P19525 Q13242
Q9UMZ2 Q0VF96
O94992 Q9NW13
Q9UGI0 A2RRP1
Q8NDV7 P52272
Q14320 Q9UNM6
Q8TAD8 Q9Y3L3
Q9NQW6 Q13480
P06400 P98082
Q01970 Q96RT7
P14866 O95835
Q99623 P02549
P04843 Q05519
O14949 Q14684
Q14999 Q8NE71
Q9H9B1 Q14258
Q86Y13 Q13617
Q69YN4 P42696
Q9NUJ1 Q9NRZ9
P62306 O75385
Q12980 Q9H4B6
Q07157 O00257
Q13242 Q00059
Q969G3 Q96Q42
P27037 P62380
Q8TDR4 O00267
O94972 Q9BVC6
Q14999 Q9UBW8
O43924 O43639
P12004 Q13439
Q9Y487 Q9Y680
Q7L190 P60033
P49840 Q9H6S3
Q86V81 Q9Y285
Q8NFW8 Q6WKZ4
Q13188 P98175
Q5XPI4 O95721
P42858 Q9NRI5
O60493 Q9Y2I7
Q8N3Y1 Q9HCE7
O43390 Q13627
Q13042 Q8TBB1
Q9UGI0 O43663
Q96CW1 Q92574
Q16543 Q9NYL4
P62314 Q9Y4J8
P31948 Q969H0
Q07912 O75935
P68400 Q6UX06
Q15269 Q3B820
P02766 Q9BZJ0
Q96PY5 O14949
P52815 O00522
P62913 P30622
Q6IQ23 Q13352
Q8IUH5 P46940
Q12788 Q9NUV9
Q9BXF9 Q9UJC3
O43752 Q9Y6H5
A7KAX9 Q9HCE1
O95218 Q9Y2J4
Q93034 Q8NF91
Q5U5Q3 O95479
Q00610 P25788
Q12955 P42566
Q92783 Q9NSV4
P49757 Q8WVV4
Q12899 P98170
Q9BRK4 Q15628
Q9NR31 Q9H967
O43765 Q8TAT6
Q9BRK4 O15294
P06213 Q8NI36
Q8WVT3 P52272
Q8N9T8 Q9H497
Q8WVL7 O14641
O95751 P57075
P32019 Q9H1A3
Q9HCE7 Q9Y3R0
Q96RQ3 Q96EP0
Q12873 P25787
O14818 P20929
Q15758 Q99615
Q92900 O75521
Q8N392 Q9BY78
P31943 Q9NUG6
P61201 P56945
Q5VU43 Q5T5U3
Q13084 Q9NVF7
Q8TEB1 Q8WXA9
Q13976 Q8HWS3
Q93034 Q9C0E8
O15381 P09496
Q9NRD5 P35568
Q9UGI0 Q76FK4
O00212 P22314
Q9NRD5 Q9HCE1
P78317 Q5S007
P52948 O75925
P09972 P46934
Q15831 P78318
Q14203 O95163
P46108 P78527
O75530 P50570
Q9C0B0 Q96T49
Q32MZ4 O95232
P42704 Q9UL46
Q96ST8 Q69YN4
Q9NU22 O60716
Q9BTX1 P29590
P51116 P27144
Q16288 Q7Z6B0
P04629 P02647
O00203 Q96Q27
Q13190 P33993
Q9H0H5 Q8NI35
Q96L91 Q00987
Q14152 Q01844
Q9H9L4 Q5VT97
Q9H4M7 Q14289
Q92734 Q96JN8
Q15149 P53355
Q9HAQ2 Q13393
Q66K74 Q5T5U3
Q9H2W6 Q9UNQ0
O00763 Q07889
P42679 P42858
Q63ZY3 P61964
Q96I25 Q9BRA2
Q9Y6M4 P15056
Q60I27 P04629
Q99471 P09874
Q05397 Q6UB99
Q13618 Q9ULJ1
P25205 Q9H8V3
Q86V81 Q9UNE7
P35052 Q9NWX5
Q9GZT6 O15169
P78317 Q96T51
B2RTY4 P02545
P25054 Q6NSJ2
Q14258 O94842
P42858 Q9UJZ1
P40763 Q9NV66
Q3KQU3 Q13310
A1A4Y4 P78317
Q9Y2L1 Q13439
Q6P2H3 Q86U86
Q9UHD2 P42694
Q69YN4 Q8IY31
P19174 Q5S007
Q6ZRS2 Q8N488
Q9C0C7 Q53EL6
Q0VF96 Q9UHA3
Q9BYG4 P62306
Q13242 Q8TD31
Q96DB2 P28331
Q96CV9 Q99558
P55884 O75665
Q99816 Q9Y2V7
Q5VT52 Q02156
O60293 P30622
O94992 P42566
O43252 O14874
O95163 Q8TAD8
Q13972 Q96LB3
Q9Y4K3 O43795
Q86UY6 Q86W74
Q9H611 Q96Q89
Q92804 Q16543
Q15038 Q9HAU0
Q5JTZ9 Q9BQ67
Q96EP0 Q96AX1
Q9NPF4 Q6P2E9
Q9H0M0 Q96S99
