P51946 P29083
Q6NUN9 Q8WXX5
Q96M98 Q8N4N3
Q92583 Q9NRJ3
P05388 O75683
Q9UL40 Q96MU7
O15342 Q8N511
P62701 P39019
P01160 P80188
Q99742 P21675
Q9NR77 Q96KC8
Q16740 Q9Y3D7
Q8TAE8 Q9NPI6
P25791 Q99459
P43681 Q9Y2E8
Q9Y3A0 Q96E35
Q9UL40 O00566
Q8IWL3 Q8WY22
Q7L5N1 Q05639
P10242 Q9H582
Q02930 Q9BYR5
O14867 O75444
P15954 Q9Y3D7
Q71U36 Q9Y2X9
Q13520 Q7Z5S9
O75569 Q8NHQ9
Q96BF6 Q96RE7
O14978 P26358
Q8TDT2 O95236
P13500 Q07325
P37275 Q08211
Q9NV56 Q8WUU5
P46013 O95793
Q96E52 Q9NYU2
O60885 Q8NFY9
Q9Y3S2 P39748
Q12952 Q8IXH7
P21675 Q5VWG9
Q9H0E9 Q9UI26
Q9BX68 Q9NWX6
O15514 O75575
O95786 P42166
Q86VW1 Q9Y5Y0
Q8N720 Q96EG3
Q8IV16 Q93063
P43088 Q01814
Q9HB03 Q9H7F0
Q13485 Q6AI08
Q96CK0 Q96L73
O15235 A8MXV4
Q53H47 Q8WWH5
P62805 O00422
P25490 Q86XP3
Q92905 Q8TCT9
Q8IXB1 Q8N4H5
P46098 Q8TED1
Q14CZ7 Q96EL3
P07858 P30044
Q9H2K0 O75251
P15144 P19634
P39019 P23396
Q9H0R8 Q9UH92
Q99612 Q86TJ2
P34981 P20396
O14978 Q8N1G0
Q12792 P59998
P54259 Q92794
Q96D03 Q9H299
Q13404 Q9NPD8
Q9NWS8 P82650
Q96BI3 P15822
Q9H6K4 P82932
Q8N1G0 Q9ULU4
O15235 Q9BYC9
Q8N5C7 Q96C23
P55317 O75475
P39748 Q93052
Q9Y2Q3 P04844
O00303 P54253
Q6ZN55 Q92665
Q96N77 Q8TDZ2
Q9UK53 Q4LE39
O94761 P62263
P55317 Q86XP3
P68036 Q15788
P01106 P26358
P30044 Q86SX6
P78563 P26373
Q9NZC7 Q96EY1
O60885 Q04837
O43156 Q9NWS0
P78556 P13501
P02686 O95786
Q9NRJ3 P48061
P01106 Q9H9B4
Q9UHI5 O95167
Q01201 O14497
Q13485 P49711
P51164 O95273
Q9BY14 Q99460
P30411 O00585
Q9Y6Y0 Q12905
P19447 Q7L5L3
Q92858 Q13162
P78563 P05388
P52434 P0DPB6
Q9H2P0 Q7Z3K3
Q9UGP8 P18850
Q8WVZ9 Q9BQC6
Q6TCH4 P14416
Q96DZ7 Q69YG0
Q8NFG4 P50990
P15374 Q12906
O94761 Q8N5Y8
Q03989 P25791
Q6ICB0 P59536
Q16637 Q9Y3C7
A4D2B0 Q75WM6
P26373 P61247
Q96C86 Q8TDD1
Q9ULU4 O60503
Q8TF68 Q15942
Q96BK5 P04080
O14867 Q8N427
P49768 Q13113
P35244 O75475
Q14872 P05388
Q12857 Q12948
Q16254 Q96JM7
P14854 O75947
Q14191 P49005
Q13887 Q92585
Q92506 Q8N4T8
P22234 P31939
P0C7P0 P10809
Q9Y3C7 Q9P086
Q9P2K2 Q02383
P52434 Q9Y3C7
P35869 O15318
P10176 O75683
O95994 P50991
Q9H944 Q09161
Q08257 Q9BSJ5
Q9C086 P25440
Q8IVM8 Q8WZA1
P78563 Q6ZVD7
P10809 Q9NWX6
Q0VG99 P15923
P52434 O15514
P62805 Q9UBB9
Q04864 P62854
P62888 Q969Q0
Q9HAZ2 P67870
P25398 P62888
Q04837 P35244
A0JLT2 Q9Y3C7
Q9BQ83 Q16637
A1YPR0 Q13105
Q7Z5J4 Q96IT1
P56385 P03928
Q96S59 Q96E35
Q9HCE5 Q7L014
P01584 P18146
Q9BPX1 Q969R5
O15198 Q9UIQ6
A0JLT2 O15514
Q8N680 Q96ME7
Q9NR30 Q9UNL2
P08588 P49407
Q9UJV9 Q9H8H0
Q09161 Q8IXH7
Q92905 P35610
Q9NRC8 P63173
Q9NWS0 P04080
P55317 P63241
Q13105 P61244
Q96L73 P16401
Q6IBW4 Q12830
Q13144 Q9NR48
Q96JM2 Q9H582
Q92905 Q9H211
Q9UI95 Q9BVJ6
Q96FI4 P62701
Q9Y2G8 O60503
O95600 Q92993
Q86XD5 Q5THK1
Q9UIH9 Q96GQ7
Q9H2F3 Q9Y6M7
P46013 Q9Y3D3
Q14CW9 Q92830
O95619 Q96BZ8
Q04864 Q8WXA2
P17535 Q14494
P10242 Q8IWS0
P42166 Q92499
Q15532 Q68CP9
P27449 Q3ZAQ7
Q99750 Q14241
Q8TBB6 Q8TB61
P01100 Q9NPI1
Q8WVZ9 O15534
Q9UQ35 O75937
Q96FW1 P54253
O95600 Q9NXR8
Q6N075 P02808
Q9Y3D7 P51674
Q3KNT9 Q96S52
Q96FI4 Q5SSJ5
Q9UI09 O95168
P53384 Q5T7W0
P0CK97 P60201
Q92793 Q92841
O94761 Q8WUB8
Q9P2N7 Q53GT1
Q13127 O75475
Q6R327 Q9BUJ2
P78563 Q9Y221
Q16740 Q8TB37
Q8NB15 Q92993
P01106 P23528
Q5TCM9 Q02930
Q9NR30 Q6ZN17
O95994 P09382
Q92905 P10746
Q9NUL7 Q9P0M9
O75953 Q9UPW5
Q9NPD7 Q8TCT7
Q13520 Q9UKR5
Q86WI0 Q04941
Q96EY1 Q96EL3
Q9UHR6 Q13428
Q9C0K0 Q13330
Q9HCK5 P63173
Q92793 O75593
P25208 Q16514
O00422 Q9UKJ3
P13667 Q92620
Q9BSJ5 Q9P0M9
Q9P0M9 P09001
Q6ZSB9 Q13105
Q9NWH2 Q6ZSS7
P55085 Q969V3
Q9UIG0 O14497
O43167 Q9UIH9
A0JLT2 P30876
O95619 P01106
Q9UF47 Q92508
Q9C009 Q86T24
P49368 P50990
Q9BU76 P25490
P61081 Q15369
Q13217 Q9NYU2
Q5JX71 Q9BZW4
O43741 Q99750
Q96NC0 P54253
P25440 Q58F21
P55317 P42166
O14978 Q8IWS0
O43889 Q969K7
Q9NZC7 Q32P28
P62805 Q2KHR3
P54253 O14901
P24863 Q9Y3C7
Q9H2F3 Q15042
Q16540 P62750
O43513 Q8NBB4
Q9UKG4 Q9H2L4
P17040 Q969J2
Q9UL40 Q9H116
Q9Y6A9 Q8WVK2
Q9NUL7 Q5T653
O75569 P26373
Q8NCP5 Q8NB12
Q96IK5 O43167
Q9H2F3 Q86YN1
Q9NR28 Q92665
O15446 Q9H9B4
O95786 Q14657
O75251 O43676
Q9NVH1 O43823
P01308 P62854
Q9Y320 O95237
P16401 P61513
P19544 P01106
P09669 Q16795
Q6IAA8 P51809
Q9BSJ5 Q5T653
P04844 Q8WY22
Q5T653 Q96EL2
O75569 P05388
Q9UKB3 Q96EB6
P63279 Q92793
Q3V5L5 P59991
P42166 P30519
Q96HE9 O43167
P49411 Q6YN16
Q9UBS3 P30040
Q6IE81 Q9HAF1
Q9Y3E0 Q9BWH2
P01106 Q16236
Q06136 Q3SXM5
Q9BZ95 Q15562
P52434 Q9H7N4
Q15047 Q5FWF5
Q99853 P25490
Q9GZR5 P02724
Q6ZN17 A6NFI3
P55316 O75643
P63220 P82921
Q13371 P17987
O60832 Q9NPE3
P42766 Q9NQ50
P49715 P53567
P35244 P42166
O43474 Q12857
Q86UU9 P29371
Q3B8N2 Q9Y6M5
Q96FI4 Q96KR1
P02786 P61619
Q13867 Q99622
Q9Y258 P48061
P13667 Q6P1N9
P40429 Q9UPY3
Q16740 O75879
P19447 P09668
Q92560 Q13887
Q7Z7K2 P54132
P18146 O75586
Q9NTI2 Q96RL1
P82979 Q8WVZ9
P35268 P23396
P53567 Q16236
P62502 Q6ZRI6
P25490 Q96JM7
Q96S59 P02786
P47914 P62424
Q96EB6 O94761
Q13867 Q5T749
O95786 Q9Y6X1
Q5T3I0 Q9H8H2
Q8TD20 Q8TCT6
P07858 Q9NYU2
P55317 O75151
P53567 Q68CJ9
P43681 Q5H8A4
P42766 Q96ME7
Q58F21 Q8WXX5
Q96KC8 O60503
O95169 P19404
P10242 Q13129
Q96C10 Q9UPY3
Q9Y3E2 O75964
P62805 Q8TDD1
Q13217 Q9UGP8
O15235 P19404
Q13421 Q9BYD6
Q6NZ67 Q08380
Q96EB6 Q9UL40
Q53HV7 Q3V5L5
P42166 Q9HBM0
P22466 Q9UGP8
Q9UJX6 P78371
Q9Y258 Q9NXG2
P61086 Q8WUW1
Q12905 Q8IX01
Q4LE39 Q6ZRT6
Q8NCK7 Q8N1F7
P37108 Q9NR30
Q9Y3S2 Q49A26
Q9BY14 P04844
Q8IY21 Q8N3C0
Q9BX68 Q8TAE8
P27540 P46782
Q96Q45 Q8TB61
Q13113 Q04941
Q9NRG0 Q01831
Q9Y3A3 P50990
P04080 P82979
O60885 Q8IXH7
Q96RY5 Q9UHL9
P18850 P78347
Q14241 Q8IZU0
Q8NAP3 P49368
A8MXV4 Q13428
Q9Y3D5 P26373
Q9H9D4 Q9Y3S2
O60315 Q7L5N1
P46013 O75564
Q9Y6A9 Q96BZ8
Q9BVJ6 P45880
Q9H211 Q9UJX4
Q9GZW8 Q8N682
Q92905 P16152
Q9HCE5 P78371
P61278 Q01814
O95786 Q9NVP1
P61081 Q8WVZ9
Q99497 P37840
Q96LL9 P04844
Q8IV16 P48167
P49715 O75444
Q9BZE0 Q03989
Q3KNW5 Q8NHS1
P0C5Z0 O43167
Q8N554 Q8N8B7
Q6IAA8 O75379
Q6ZN55 Q8NC60
Q6ZN55 O75569
P49450 P21675
Q99853 Q12874
O75556 Q9BU23
O95786 Q12962
Q9H1X3 Q9NR30
P35244 Q12905
Q9ULU4 Q9HCE3
O75564 Q9UEG4
P01106 Q6NZ67
Q9BYV9 Q14241
Q14CZ7 P38117
Q92785 Q9BWJ5
O95715 P02778
Q6NUN9 P49327
Q9NVC3 P51798
Q7KZN9 Q92522
Q9NQX1 Q9NY12
O15055 Q96HE7
P29083 Q96C00
O75251 O95182
Q9H410 Q9NW08
Q9Y6H6 Q8N5K1
P26373 P23396
Q12906 Q15005
P08047 Q13952
O75081 Q8WWV3
Q7Z7K2 Q9HBE1
Q96FW1 Q08050
Q6R327 Q9H2U1
Q15022 O00422
Q9Y6H6 Q16739
O75478 Q9BUE0
P23769 P37275
Q12952 P54253
P10244 O75376
P01106 P49005
Q9Y3I1 P18621
O00178 Q16254
Q969Q0 P05388
Q9UFB7 Q9BRJ6
Q9Y320 Q86WB7
O14880 O75396
Q9NWT8 Q8TDD1
Q9NR55 Q10586
O94761 Q8N9N2
O96005 Q14197
P49411 P62899
Q9P1U0 Q9NWS0
Q16650 Q92785
P38919 Q96MU7
O75569 P62266
O95786 O14683
Q92905 Q14165
Q96KC8 Q9Y394
O76003 Q8NCP5
O15431 Q6PID8
Q9NV79 P37840
Q15084 Q13217
Q14592 Q9Y2K1
Q92794 Q9HAF1
Q15788 P24385
Q7L5N1 Q15369
P62805 Q14119
Q9H1A4 P14635
Q02363 Q96HC4
P78371 P23396
Q9Y4X4 Q92665
Q9HAZ2 P49411
Q9BYC8 Q9BQC6
O95881 Q96MU7
Q9H2F3 A8MXV4
Q71U36 P45880
Q8IWL3 O14545
Q9Y3E2 P56385
P13010 Q9NRF9
P01106 Q92585
Q9H2C0 Q14202
Q5JX71 Q9HD20
Q96RE7 Q9H7E9
O95786 P78312
Q06136 P00156
O95968 Q9P2K2
Q9HD34 Q9NQR4
O15239 Q96LL9
P51674 Q01814
O76003 Q9BUY5
P41002 Q9NY12
P10176 Q96P70
O95786 Q15428
Q9Y6Y8 Q9C0D4
Q9NZC7 P54886
Q13485 P49715
Q96MD7 Q9NRG1
P67870 Q9UIL8
Q04656 P09172
O60216 P23528
Q14CZ7 O75306
Q8IWL3 O95168
Q8WUW1 O75506
Q8IVM8 Q8N6M3
Q32P28 Q9NWS9
Q8TAK6 O95273
Q86U44 P78371
O95994 Q92890
Q16254 Q92830
P62280 P25398
Q92748 Q13485
Q96MX3 Q5SSJ5
P01106 Q13838
P51610 O00716
Q9UQ84 P40692
Q8IY92 Q92665
O15119 Q08211
P62805 P27540
Q9NVP1 Q8NHQ9
P53384 P46926
Q8IZ57 Q16394
Q15942 Q86UK7
Q9H0R8 P30041
Q75WM6 Q66K89
Q9UI95 P78347
Q9H0W5 Q13423
O15446 Q8NHQ9
P10176 P55011
Q7RTS1 Q5SSJ5
Q9H2K0 Q9UI09
Q7KZN9 Q9Y3D3
Q99543 Q12906
P0DPB6 O75190
P29371 P54707
Q5T5X7 O75506
Q9H1X3 Q96SK2
O00487 Q13838
O15060 Q8N8B7
Q9NPI1 Q9UKJ3
O95274 Q13485
Q00403 O75376
Q14197 Q9BUE6
Q9H7X2 Q9P0J7
Q8IXK0 Q9UQR0
P41002 Q9UQ84
Q9Y5R8 Q9Y296
O15444 Q92583
Q3ZAQ7 Q15041
Q9H6K4 Q8N4Q1
Q00403 P29083
Q96FI4 Q96JP5
Q7KZN9 Q16718
Q9NRC8 Q5VYS8
Q969J2 Q96JS3
Q9H9Y6 P62888
O95786 P49184
Q8IVM8 Q9Y672
Q969Q0 Q8WVZ9
Q9NS73 O75478
P21246 Q9NPJ1
O14863 Q96EC8
P15923 Q9Y657
O00398 P57678
O75475 Q9UBL3
P40429 Q9NRX2
P54274 Q05516
Q6IQ16 Q9UHL9
P55316 Q7Z3K3
P50991 P51946
Q9C086 P62750
Q8N6T7 Q15648
Q9GZM5 Q9BSR8
P98177 Q96EB6
Q14145 Q9UI26
Q99459 P61081
O75419 Q96RE7
Q03135 Q9Y6M7
P54219 Q9BXP2
Q9Y316 Q15633
P00390 P10809
Q8N5W8 O75506
Q9H211 O43524
O95402 Q9P086
Q99814 Q92793
Q96LL9 Q14165
P55198 O15209
Q9HAW0 Q9C0E2
P55085 Q9H1C4
O94766 Q8NEW0
A2A3N6 Q8IWI9
Q99445 Q8TB37
P34995 O14684
Q15648 O75586
Q6ZN55 P07199
O94761 P63173
Q9NRC8 P00491
P01106 P26373
O60885 Q9UEE9
P62750 O75569
Q9Y6Y8 O00488
Q96EB6 Q53H80
P15313 O15321
Q9UBB5 P26358
Q14973 Q96B49
Q7KZN9 P55265
P35244 Q68E01
Q15428 Q7L014
P40227 Q9NQV7
O15218 Q9UJT0
O95786 P01106
P15172 Q16775
Q8TAZ6 Q9BSG0
P25440 Q9H8G2
Q7L2E3 O00746
P43681 Q9H1E5
O95619 O60281
Q96EY1 P38117
Q8N567 Q96EY8
Q9H2C0 P10809
P23769 Q9ULD9
Q9NWT8 Q12830
P00403 P49281
P15941 Q16617
Q9ULX9 Q9NR55
Q13405 Q9H0U6
Q9BWX1 Q9H2P0
O96002 Q8TDL5
P57086 P17040
Q9NRG4 P62750
P13501 P14416
Q8TDT2 Q6ZSS7
Q6IQ16 P15336
P61313 P63220
Q99750 O43167
O75251 P00403
Q56P03 Q9HCG8
P41091 Q7Z6I5
Q13304 O96005
P62888 P05388
P50553 P80188
P55201 Q86UP3
Q68E01 Q13404
Q3ZAQ7 P30519
O43513 P36954
Q8N720 O75564
Q92905 Q9UJX6
P08195 Q86SF2
Q6SPF0 P51798
Q9HBX9 Q9UBS3
P51608 Q00403
P10809 Q16740
Q96C86 Q1KMD3
P01106 Q9Y450
P68036 P61604
Q9BX68 Q9NQ50
P49411 Q9BQ95
Q15942 Q9HAP2
Q9Y2Y1 Q6IPU0
Q9Y2L8 Q96C00
Q8N6T7 P19447
Q8N5A5 P55769
Q6DKI1 P61247
Q9UJW3 P51608
Q969Q0 O95793
P05388 P62263
Q9UL40 Q6PK04
Q96T91 Q9UIQ6
O95786 O00566
Q9Y242 Q8WXI9
O00585 O95715
Q8N4Q1 Q9Y2R4
P37840 Q96DG6
Q7L2E3 Q92665
Q92905 Q9NPC7
O75251 P30519
O14842 O43156
O15235 Q9P0M9
Q9HCE5 Q14697
Q9UMX2 P01189
Q8IWL3 Q9UHR6
Q96S52 P15313
Q6ZN17 Q96CS4
O75683 Q9NUD5
P26373 P09001
Q9BQ83 Q9UHI6
Q9H2F3 Q9BYR5
P41002 P67870
P39019 P62857
Q9Y4X4 P52739
O00422 O43290
Q9ULU4 Q8IZ40
Q9UHB6 P09382
Q8N2M8 Q9HC78
Q9NV56 O95619
P62805 Q9BUG6
Q9UIH9 P01100
Q9UIH9 P78347
O95600 Q92560
P35414 Q9NX76
Q9Y258 P47992
Q9Y2C3 Q8N6G5
Q9Y2A9 Q8TAD4
Q96EY1 Q96B77
P04844 Q9HD20
Q6PJQ5 P24863
Q14197 P56556
Q8IZ57 O60911
Q8IWL3 Q15800
Q04864 Q9H832
O95994 P15954
Q8N680 Q5BKZ1
P13501 P32248
O15235 Q5T653
Q13520 Q9NV12
P09622 Q92665
Q96K58 P62899
P49450 Q8TF68
Q86U44 O75643
Q9Y3E5 P18850
P55000 Q71U36
O43914 Q9HD20
Q8N680 Q92794
P48651 P16401
P52739 O14545
P18621 P05388
Q7Z7J7 Q9HAS0
Q8IY34 Q96IK5
O43173 O94766
Q9UI26 Q969T4
Q8IWV8 Q9C0C9
P19404 Q13423
P14635 P16401
Q96N21 P56279
P61247 P46782
P17900 P35270
Q9UGI8 Q15942
P18621 Q9BYC8
P62888 Q9Y221
Q9NP92 Q16740
Q96SF2 Q8IYR2
Q96C10 O95786
Q9NZC7 O60762
P61081 Q16881
P46013 Q96GQ7
P25090 Q8N6M3
P82930 P42766
Q9Y3I1 P15173
P62266 P62701
Q9BXU0 A6NI15
Q6ZN55 Q9C0C9
Q02363 P25490
P09172 Q8WUW1
O00214 Q9UHL9
O95994 P63173
Q9NRL2 O95365
Q9P0M9 Q9NRX2
P41597 P47804
P78563 Q9H8H2
P49450 Q5SSJ5
Q9NRC8 O60216
Q6P1N9 Q9UNZ2
Q8TDL5 P42568
Q8WUU5 Q14493
Q8N1G0 Q14914
P01106 P62266
Q9UIH9 Q99460
Q86UK7 O00303
Q9Y3S2 P49916
Q15672 P25490
Q9Y3E0 Q16718
Q5F1R6 O75190
P41222 P34995
P80188 P13667
Q9NY93 Q6P158
P62699 Q96F85
Q9NUH8 Q04941
Q5JX71 P11836
Q66K80 P30519
Q9BQ15 Q96M94
O95600 Q16514
P62888 P62266
Q8WUU5 Q12830
Q9Y5T4 P05388
Q9ULU4 Q8WXI9
Q9BZS1 Q02383
O43653 O95158
Q9P0J7 Q96K58
O43823 O75376
P62805 O96000
P16615 Q96EB1
P40429 P62701
O60756 P78330
P62263 Q9NVP1
Q13520 Q9UIG8
Q9H0W5 Q9H9B4
P46782 P62857
Q9BVI0 P54259
Q96LC9 O14901
P25490 P01106
Q9UBS4 Q6P179
Q9H7F0 P0CG08
Q9UKX7 Q5VVJ2
Q5JRM2 Q9H1A4
Q8N961 P10809
P62263 P62847
O43513 P52434
Q5EE01 Q15369
Q96JM3 Q9NV70
O60885 Q13951
P49146 Q14CZ7
Q3B8N2 P04920
P01308 Q13217
P40429 Q5SSJ5
Q7Z7K2 Q7Z2T5
P41597 P30519
Q12906 O43290
Q6DKI7 Q8N1S5
Q9Y6A9 Q9H7F0
Q99750 Q9H7E9
P62888 O95793
Q9UJX6 O60884
Q8IWL3 Q96BW9
P01106 P62851
Q9UL40 Q9NVU7
P17535 P25490
P35414 Q03169
Q96KC8 O96005
Q99750 A8MV65
Q5JXX7 Q9Y385
Q8IXH7 P00403
Q9ULU4 P55201
Q9H6K4 Q8N4H5
P61081 P49368
P67870 Q8NCA9
Q9NY97 P42166
Q9BS26 P49643
Q16650 O60756
Q9BYD6 Q9H0U6
Q96FI4 Q99459
P01106 Q8N6T7
O95793 A3KN83
P30989 Q6NXT4
Q9H410 O14901
Q8NCK7 Q9P2R6
P15336 P17987
Q96B49 Q8N4H5
Q9H1X3 P02786
Q92905 Q05639
Q8N680 Q9NX58
P23769 Q08380
Q9UBK5 Q0GE19
Q9UBL3 Q9NS73
O60216 P26373
Q9UBS4 Q14697
P46098 Q8TCT7
Q7RTS1 Q96JP5
O15239 P03886
Q96LC9 Q9Y4H4
Q9C009 Q9Y5J7
Q8NAP3 Q96CS4
Q9C002 Q16718
P02724 Q9H6K4
Q8N6T7 Q01831
Q32P28 Q92791
Q9UKX7 Q69YH5
P14854 Q7KZN9
O95600 Q68CP9
Q9NP92 Q9NQ50
Q9BQ95 O75306
Q92685 Q9Y6X1
Q14197 P82912
Q9HC97 Q15738
P51685 P48061
P25090 Q9GZM5
P47900 Q9HD45
P01106 Q92522
P02775 Q07325
Q96CK0 Q8N1G0
P02786 Q14697
Q96A29 P05090
P25791 Q04864
P18621 P62266
Q99523 Q8IXK0
P49368 Q9UJT1
P55317 O00566
Q13227 O00399
Q96FF9 Q8IWI9
Q9H1C4 Q6NUQ1
Q08211 Q8TDG4
Q9UKD1 Q9BXW4
P01308 Q15942
Q9H0W5 Q8IYA6
Q96IQ9 Q9NT62
Q01201 P62888
P62805 Q9H0E9
Q53RY4 Q96B77
P01106 O75376
Q9UL40 P61513
Q9NZ42 P35269
O14842 P09669
O94761 Q9Y657
P61247 P40429
P15941 Q9BZW4
Q7Z478 O94762
P55774 Q9UKR5
Q15022 Q12830
P37108 Q49A26
Q99459 Q9NR30
Q9NVP1 Q9Y221
P49450 Q5T3I0
Q9NRC8 Q9NZB2
Q9NPA1 Q9UHW9
Q96N77 Q96JM3
Q8WY98 Q969S6
O14880 Q9BUE6
P46013 Q9BVJ6
P55000 P37088
Q96IT1 P57086
Q96C86 P09382
Q6P1N9 P31939
Q9BQ83 P57678
P39210 P45880
O94761 P17987
Q9Y2K1 P05388
Q04864 P54253
Q9NVH1 Q7Z4V5
P23396 Q8NHQ9
Q9NZC7 Q99459
P62805 Q8IWI9
O95793 Q9Y2R4
Q9UFB7 Q9UL41
Q15788 P01100
P15923 P62750
Q05639 Q9H3R0
O00624 Q9Y5K5
A0JLT2 Q15648
O95786 Q92546
O95600 P82930
Q14469 Q96EB6
P24522 Q5THK1
O75376 Q8IWL3
O95786 Q9UDW1
Q8TAM1 P49368
O75444 P18848
Q9H112 Q495W5
Q6ZN17 Q9NPE3
P32245 Q9GZM5
Q9BUG6 P67870
P01100 Q12857
O75569 Q9H8H2
O15534 O14901
Q08257 P82930
P09622 P05198
P13500 O75419
Q6PJQ5 Q9H0E9
P25490 Q5VWG9
P55085 P16615
Q8IW50 Q86YP4
Q12857 Q9H582
Q9GZP4 Q9NY35
P25490 Q9BRJ6
Q86U44 O60884
Q7KZN9 P19404
O75475 P51610
Q9H7B4 Q16540
Q92793 P15172
Q12952 Q8IX01
P16401 Q9BYN7
P30411 P21731
Q9NYU2 P14060
P01106 Q9NV56
P78563 Q9UEG4
Q13887 Q9ULL5
Q99459 Q99832
P10809 P82979
P62280 P61247
P35244 P51610
Q96KC8 Q08380
O00214 O15431
P15923 P23769
P41182 Q15916
P21731 Q13162
O14842 Q9NX76
Q9UNL4 O95251
O60885 Q92890
P30411 P51685
Q9H1X3 Q8TCT9
O00526 P54707
P23769 Q8NFD5
P25090 Q9H330
Q9UBS4 P13667
P62888 Q13206
P01106 Q16718
Q9UJW3 Q05215
P05019 Q8N8B7
O95445 P37088
P41002 P49411
P26196 Q96BR9
P06744 Q7Z4W1
O95182 P48382
Q96I36 Q5JXX7
P41595 Q7Z4V5
Q9UFB7 Q9NY93
P49368 O75165
Q8NDY6 P67870
P24522 P07199
Q9NZB2 Q8IYB8
Q6ZN55 Q9Y3D5
P19404 O43674
P10176 Q5T5X7
O95600 Q99583
O60925 Q8WUW1
Q8WXX5 Q92979
Q8NCK7 Q5BKZ1
Q71U36 O75190
Q9UKX7 P54132
Q8IY92 P82921
O43674 O95167
Q9Y6E7 Q9BYD6
P62899 Q6IQ21
Q7KZN9 Q9BUJ2
Q969W0 Q5JXX7
Q92681 P11926
P30876 O15446
O60885 Q9BUE0
Q9HB58 Q13371
Q9NPI1 P17987
Q9NQX1 O75683
O43918 Q7L5L3
Q15428 O75643
P10109 P48735
P26373 Q9H7E9
Q9Y6H6 P55011
O75081 Q9UL63
O43914 Q9UBQ6
Q9H1X3 Q96LT7
O95947 Q6P1W5
O60682 Q02363
Q9NX36 P62424
O15235 Q8TDD1
Q6UX72 Q99750
Q9Y6H6 O60885
O15444 P46092
P01106 P55265
O00487 Q8N4V2
O95786 O15372
P35244 Q9BRJ6
O95994 Q96HA1
O15121 P35269
P49450 O95785
Q9Y6E7 P10809
Q8TDT2 O95562
Q04864 Q9NQV6
Q96SF2 Q9P0U4
P24385 Q9GZR7
P26358 Q96EB6
Q6IAA8 P52569
Q71U36 P48643
P67870 Q9NZC7
Q9NY35 P33908
Q8N6T7 O14628
Q99459 Q9H2P0
P61313 P61513
P0CAP2 O94762
Q08380 P48643
P55769 P05388
Q13304 Q8N335
P15144 P08195
Q5JXX7 Q92890
P62750 Q96L73
P39019 Q5SSJ5
Q9Y4X4 P82650
O75251 Q8N4H5
O95793 P42766
P01106 Q14CW9
Q99714 Q8TBX8
P62424 P62263
O43741 Q9BYR5
O60885 Q9UKJ3
Q96ER3 Q9NUQ7
Q9UFB7 O60832
P01106 Q9Y6J9
Q99459 P49327
P25490 Q96QT6
Q9H300 Q8IWV8
Q9UGI8 O43615
P55317 P46063
P45880 P14416
O60281 Q6IQ32
Q9Y2K1 P62266
O14880 P56556
Q96K58 Q9ULD5
Q8TBM8 Q14697
Q9UL36 O43741
Q9NVC3 P62495
Q16236 Q9UGU0
Q99497 P07737
O95391 P48643
Q9H944 P52435
P08047 Q9BXP5
P49450 Q96JP5
Q96FT7 Q9BX95
Q3KNW5 P02724
O15446 P29083
O60216 P62851
O95994 P17987
Q969R5 P40227
Q9BWE0 P62424
O95786 Q8NCN5
P54132 Q96E14
P01034 Q9UIQ6
Q9H1C4 O75964
Q9Y678 P02775
P35659 Q12830
O75478 Q2WGJ6
Q9H6K4 P38117
P62805 P17010
Q9Y3S2 P85037
P23769 Q14865
Q9UGP8 P84157
Q9Y483 Q6ZN18
P09001 Q9NRX2
Q9H1X3 P35610
P35244 Q9UPQ0
O75683 Q9NWM3
Q8TAE8 Q9BT73
A2A3N6 Q08050
P62805 Q9UQR0
Q96EC8 Q9NVC3
Q12874 Q9BWJ5
O15218 Q15477
P24863 P19447
Q9Y3I1 Q9C002
Q6ZVD7 P48507
Q9UQR0 Q5VUG0
Q14562 P54132
Q8IZU1 Q01658
Q9Y3E0 P46019
P36954 O15446
Q14592 Q5VZL5
Q96C55 O75683
Q9NR50 Q08211
Q9P2X7 Q16649
P28222 Q9H1C4
Q9NR30 Q5SSJ5
P01106 P49368
Q8WUH1 P35754
Q9Y5K5 P00491
Q9Y2K1 P62851
Q96N64 Q8IXM2
P54709 P09622
Q16581 Q96BI1
Q9Y618 Q92793
Q9Y5Y3 Q9NUI1
Q15648 P52435
O95273 Q9ULD4
Q8N9N2 Q8N3C0
Q8WUU5 Q9H0E9
O00487 P49368
O95994 P00491
O43474 Q96KR1
Q9ULU4 P29375
Q5T0J3 Q13423
Q05516 P23769
P07737 P23528
P27540 Q15562
Q99459 P62899
Q15554 Q8IX18
O75683 Q9NY93
P62805 P62263
Q16635 Q86SF2
Q9H6K4 O75306
Q9Y2A9 Q12907
P01106 Q49AG3
Q9ULM3 P51610
P23769 Q9UHF7
O75643 Q5T4S7
Q13087 Q96HE7
P62899 O75151
Q9Y3E0 P19404
O75381 Q8WVX9
O14530 P48643
Q8IY92 Q9C0C9
P62750 Q9Y3D5
O15014 P54259
Q66K41 Q8NAF0
Q92905 P46736
P01106 Q9NR12
Q9NRC8 Q7L014
Q9NWS0 Q12905
P25116 Q03135
P31150 Q8NCA5
Q96FI4 Q8N8A6
Q8TBP5 Q96BW9
P30556 P20309
Q5SSJ5 P62888
Q92905 Q92979
O60885 P47914
Q9UKD1 P0C7T5
Q13951 Q9ULX6
P05026 Q15008
A0PK11 Q9UKU6
Q96FT7 Q9NUQ7
